日期,平均氣溫(℃),溫差(℃),平均相對溼度(%),日照時數(小時),降水時數(小時),日累積降水量(mm)
2017-10-17,28.4,6.6,78.0,5.7,0.0,0.0
2017-10-18,27.4,6.2,76.0,7.5,0.0,0.0
2017-10-19,26.6,6.8,75.0,9.1,0.0,0.0
2017-10-20,25.7,7.6,73.0,6.1,0.0,0.0
2017-10-21,23.7,5.1,65.0,7.2,0.0,0.0
2017-10-22,23.2,7.9,54.0,8.6,0.0,0.0
2017-10-23,23.5,10.6,59.0,9.8,0.0,0.0
2017-10-24,24.5,9.8,64.0,9.8,0.0,0.0
2017-10-25,24.5,8.6,64.0,10.3,0.0,0.0
2017-10-26,24.5,8.8,63.0,9.8,0.0,0.0
2017-10-27,23.6,8.3,64.0,10.0,0.0,0.0
2017-10-28,23.5,7.1,66.0,9.4,0.0,0.0
2017-10-29,23.5,10.6,60.0,9.6,0.0,0.0
2017-10-30,22.7,8.8,59.0,9.9,0.0,0.0
2017-10-31,23.4,8.9,60.0,9.8,0.0,0.0
2017-11-01,24.1,8.4,67.0,10.5,0.0,0.0
2017-11-02,25.3,9.3,74.0,3.9,1.7,0.0
2017-11-03,24.9,6.9,76.0,2.9,0.0,0.0
2017-11-04,23.9,9.2,63.0,6.2,0.0,0.0
2017-11-05,23.0,8.9,66.0,4.8,0.0,0.0
2017-11-06,24.3,6.0,74.0,0.2,0.0,0.0
2017-11-07,25.3,7.7,77.0,9.3,0.0,0.0
2017-11-08,25.5,7.4,74.0,8.8,0.0,0.0
2017-11-09,25.6,9.0,71.0,9.3,0.0,0.0
2017-11-10,25.5,5.0,77.0,2.9,0.0,0.0
2017-11-11,24.0,4.2,83.0,0.0,1.3,0.5
2017-11-12,23.2,5.7,81.0,0.7,0.5,1.0
2017-11-13,24.1,5.9,78.0,0.6,0.3,0.0
2017-11-14,24.9,6.0,78.0,6.6,0.0,0.0
2017-11-15,25.0,7.5,75.0,3.0,0.0,0.0
2017-11-16,25.1,8.6,75.0,9.5,0.0,0.0
2017-11-17,26.5,10.8,69.0,9.4,0.0,0.0
2017-11-18,25.7,10.1,66.0,9.6,0.0,0.0
2017-11-19,22.1,6.4,65.0,0.8,0.0,0.0
2017-11-20,22.4,7.7,71.0,6.7,0.0,0.0
2017-11-21,23.1,8.5,73.0,9.1,0.0,0.0
2017-11-22,22.5,8.1,75.0,2.7,0.0,0.0
2017-11-23,20.1,7.6,65.0,6.9,0.0,0.0
2017-11-24,20.0,6.1,63.0,0.7,0.0,0.0
2017-11-25,21.4,7.1,68.0,9.0,0.0,0.0
2017-11-26,22.9,7.8,70.0,4.8,0.0,0.0
2017-11-27,22.9,8.7,74.0,5.8,0.0,0.0
2017-11-28,24.1,7.8,78.0,9.6,0.0,0.0
2017-11-29,24.1,6.9,79.0,8.0,0.0,0.0
2017-11-30,23.1,6.3,80.0,3.0,0.0,0.0
2017-12-01,22.0,6.1,74.0,3.7,0.0,0.0
2017-12-02,21.7,6.2,76.0,1.0,0.0,0.0
2017-12-03,21.9,6.7,78.0,0.4,0.0,0.0
2017-12-04,20.8,7.8,71.0,9.7,0.0,0.0
2017-12-05,19.2,8.0,64.0,8.3,0.0,0.0
2017-12-06,18.3,7.3,69.0,2.5,0.0,0.0
2017-12-07,19.8,8.8,73.0,7.5,0.0,0.0
2017-12-08,15.6,5.1,77.0,0.0,3.9,1.0
2017-12-09,15.6,5.9,79.0,1.8,0.9,0.5
2017-12-10,18.0,8.2,79.0,9.6,0.0,0.0
2017-12-11,18.9,9.6,71.0,6.6,0.0,0.0
2017-12-12,18.8,4.3,70.0,0.0,0.0,0.0
2017-12-13,20.2,8.3,76.0,4.7,0.0,0.0
2017-12-14,20.6,8.1,74.0,9.6,0.0,0.0
2017-12-15,20.4,7.4,79.0,8.6,0.0,0.0
2017-12-16,18.5,6.1,80.0,0.0,0.0,0.0
2017-12-17,16.1,5.2,67.0,6.0,0.0,0.0
2017-12-18,17.1,6.5,69.0,1.2,0.0,0.0
2017-12-19,17.0,4.2,71.0,3.7,0.0,0.0
2017-12-20,17.0,8.4,70.0,4.2,1.6,0.5
2017-12-21,17.7,9.4,61.0,9.5,0.0,0.0
2017-12-22,18.7,8.6,67.0,9.5,0.0,0.0
2017-12-23,19.5,6.4,75.0,9.8,0.0,0.0
2017-12-24,19.6,9.8,75.0,6.6,0.0,0.0
2017-12-25,19.5,5.0,59.0,1.6,0.0,0.0
2017-12-26,19.9,7.4,65.0,6.0,0.0,0.0
2017-12-27,19.7,8.1,72.0,8.5,0.0,0.0
2017-12-28,20.8,5.9,74.0,0.7,0.0,0.0
2017-12-29,20.4,7.9,76.0,8.4,0.0,0.0
2017-12-30,20.1,7.1,76.0,8.9,0.0,0.0
2017-12-31,18.1,7.2,73.0,6.2,0.0,0.0
2018-01-01,18.6,10.4,67.0,9.1,0.0,0.0
2018-01-02,19.4,8.7,75.0,9.2,0.0,0.0
2018-01-03,20.0,8.4,78.0,8.3,0.0,0.0
2018-01-04,19.4,6.2,81.0,0.4,7.9,16.0
2018-01-05,19.2,5.5,86.0,0.1,9.0,4.0
2018-01-06,18.0,3.3,90.0,0.0,8.6,5.5
2018-01-07,20.4,7.1,82.0,2.5,2.5,1.0
2018-01-08,21.9,8.9,79.0,1.4,2.7,5.0
2018-01-09,13.3,9.0,90.0,0.0,7.1,3.0
2018-01-10,13.0,7.2,63.0,4.3,0.5,0.5
2018-01-11,12.9,6.7,56.0,1.5,0.0,0.0
2018-01-12,12.3,9.6,56.0,9.8,0.0,0.0
2018-01-13,13.3,11.8,60.0,10.0,0.0,0.0
2018-01-14,15.7,10.2,67.0,9.9,0.0,0.0
2018-01-15,17.4,10.0,78.0,9.2,0.0,0.0
2018-01-16,19.9,9.4,69.0,4.7,0.0,0.0
2018-01-17,22.1,6.9,67.0,0.7,0.0,0.0
2018-01-18,21.2,6.0,77.0,0.9,0.0,0.0
2018-01-19,20.9,5.7,79.0,1.0,0.0,0.0
2018-01-20,20.9,8.3,77.0,7.6,0.0,0.0
2018-01-21,20.4,6.9,82.0,1.2,0.0,0.0
2018-01-22,20.4,8.4,79.0,3.2,1.5,0.0
2018-01-23,19.3,9.1,72.0,9.5,0.0,0.0
2018-01-24,19.3,9.5,74.0,8.0,0.0,0.0
2018-01-25,19.2,9.3,75.0,5.1,0.0,0.0
2018-01-26,18.3,7.9,76.0,6.7,0.0,0.0
2018-01-27,18.0,8.6,73.0,4.6,0.0,0.0
2018-01-28,18.6,8.9,82.0,3.6,0.2,0.0
2018-01-29,14.7,5.5,80.0,0.2,0.4,0.5
2018-01-30,15.0,7.0,85.0,2.1,4.6,3.5
2018-01-31,16.6,9.3,81.0,2.0,0.8,1.0
2018-02-01,14.0,6.5,82.0,2.2,1.7,0.5
2018-02-02,15.1,8.2,78.0,8.0,0.0,0.0
2018-02-03,12.3,4.8,75.0,0.7,0.0,0.0
2018-02-04,11.0,4.3,75.0,0.6,0.0,0.0
2018-02-05,9.7,1.4,73.0,0.0,0.0,0.0
2018-02-06,12.2,8.4,62.0,5.0,0.5,0.0
2018-02-07,12.3,4.8,80.0,0.0,2.3,0.5
2018-02-08,13.8,4.3,91.0,0.1,10.2,3.5
2018-02-09,16.4,7.6,84.0,1.9,0.0,0.0
2018-02-10,17.1,8.2,88.0,1.0,3.3,0.5
2018-02-11,14.7,7.2,82.0,2.5,0.9,0.5
2018-02-12,15.1,8.0,70.0,3.2,0.0,0.0
2018-02-13,16.1,9.7,63.0,9.8,0.0,0.0
2018-02-14,19.2,12.8,71.0,9.7,0.0,0.0
2018-02-15,23.4,12.7,64.0,8.5,0.0,0.0
2018-02-16,23.2,8.8,73.0,2.4,0.0,0.0
2018-02-17,19.9,7.5,80.0,4.2,0.0,0.0
2018-02-18,21.1,12.4,74.0,8.5,0.0,0.0
2018-02-19,23.4,10.3,67.0,7.8,0.0,0.0
2018-02-20,22.0,9.9,73.0,8.8,0.0,0.0
2018-02-21,20.4,8.3,75.0,5.1,0.8,0.5
2018-02-22,16.7,7.1,88.0,0.6,5.4,5.5
2018-02-23,18.2,10.8,81.0,6.3,0.0,0.0
2018-02-24,20.0,8.7,79.0,2.7,0.0,0.0
2018-02-25,20.6,10.6,77.0,8.7,0.0,0.0
2018-02-26,18.8,10.1,75.0,6.2,0.0,0.0
2018-02-27,20.3,8.2,74.0,7.2,0.0,0.0
2018-02-28,22.3,10.6,75.0,3.7,0.0,0.0
2018-03-01,23.1,10.4,75.0,10.5,0.0,0.0
2018-03-02,24.3,8.6,75.0,8.8,0.0,0.0
2018-03-03,25.6,8.5,75.0,10.0,0.0,0.0
2018-03-04,26.4,6.3,79.0,5.6,0.0,0.0
2018-03-05,27.1,10.1,79.0,8.6,0.0,0.0
2018-03-06,21.1,7.2,76.0,1.0,0.0,0.0
2018-03-07,21.5,8.8,75.0,2.9,0.0,0.0
2018-03-08,16.4,7.5,84.0,0.0,4.1,1.5
2018-03-09,15.3,9.5,72.0,3.3,0.7,1.0
2018-03-10,17.7,11.6,65.0,10.8,0.0,0.0
2018-03-11,19.3,9.7,68.0,11.0,0.0,0.0
2018-03-12,20.3,9.0,70.0,10.8,0.0,0.0
2018-03-13,21.7,9.9,64.0,10.5,0.0,0.0
2018-03-14,23.1,8.4,56.0,3.2,0.0,0.0
2018-03-15,23.0,8.3,71.0,2.1,5.7,14.0
2018-03-16,23.1,8.5,78.0,7.7,1.1,0.0
2018-03-17,22.3,9.1,74.0,9.9,0.0,0.0
2018-03-18,23.1,8.4,75.0,9.2,0.0,0.0
2018-03-19,25.0,8.6,74.0,9.8,0.0,0.0
2018-03-20,23.7,9.6,80.0,3.0,0.8,2.5
2018-03-21,18.7,6.4,68.0,9.9,0.0,0.0
2018-03-22,18.6,10.8,59.0,10.6,0.0,0.0
2018-03-23,21.2,10.0,55.0,10.8,0.0,0.0
2018-03-24,22.2,9.0,53.0,10.6,0.0,0.0
2018-03-25,22.7,7.8,59.0,10.1,0.0,0.0
2018-03-26,23.0,8.2,65.0,10.1,0.0,0.0
2018-03-27,23.3,8.5,71.0,9.4,0.0,0.0
2018-03-28,23.8,8.9,72.0,10.0,0.0,0.0
2018-03-29,24.0,7.6,73.0,9.4,0.0,0.0
2018-03-30,24.5,8.4,69.0,10.5,0.0,0.0
2018-03-31,24.8,7.2,71.0,9.6,0.0,0.0
2018-04-01,25.2,6.4,68.0,9.0,0.0,0.0
2018-04-02,25.2,6.8,67.0,8.1,0.0,0.0
2018-04-03,25.6,5.6,67.0,7.9,0.0,0.0
2018-04-04,25.9,6.9,69.0,5.2,0.0,0.0
2018-04-05,26.4,6.5,68.0,8.2,0.0,0.0
2018-04-06,24.4,11.7,69.0,3.7,0.0,0.0
2018-04-07,18.3,2.7,57.0,0.0,0.0,0.0
2018-04-08,20.9,9.9,52.0,8.9,0.0,0.0
2018-04-09,22.6,8.2,57.0,11.0,0.0,0.0
2018-04-10,24.7,10.9,56.0,5.3,0.0,0.0
2018-04-11,26.9,8.1,70.0,11.0,0.0,0.0
2018-04-12,28.0,5.5,76.0,10.4,1.0,0.0
2018-04-13,28.0,5.8,78.0,9.9,0.0,0.0
2018-04-14,28.1,6.1,77.0,7.9,0.0,0.0
2018-04-15,25.7,10.3,75.0,5.8,0.0,0.0
2018-04-16,23.5,9.7,70.0,9.3,0.0,0.0
2018-04-17,22.4,8.4,74.0,6.9,0.9,0.5
2018-04-18,23.5,10.1,67.0,7.5,0.0,0.0
2018-04-19,25.7,7.2,65.0,9.2,0.0,0.0
2018-04-20,25.8,5.9,64.0,4.5,0.0,0.0
2018-04-21,26.7,7.0,67.0,6.9,0.0,0.0
2018-04-22,28.1,7.5,67.0,9.1,0.0,0.0
2018-04-23,28.6,6.6,71.0,9.9,0.0,0.0
2018-04-24,27.1,4.6,80.0,1.0,0.9,0.0
2018-04-25,25.8,5.4,75.0,0.3,0.5,0.0
2018-04-26,26.2,7.0,67.0,7.2,0.0,0.0
2018-04-27,26.9,7.1,67.0,8.1,0.0,0.0
2018-04-28,27.1,6.5,70.0,4.8,0.0,0.0
2018-04-29,27.3,5.8,70.0,9.9,0.0,0.0
2018-04-30,27.9,6.4,70.0,10.6,0.0,0.0
2018-05-01,28.1,5.2,75.0,8.4,0.0,0.0
2018-05-02,28.7,6.2,72.0,11.9,0.0,0.0
2018-05-03,28.5,8.0,67.0,8.0,0.0,0.0
2018-05-04,27.2,7.7,66.0,7.7,0.0,0.0
2018-05-05,28.0,6.8,68.0,8.9,0.0,0.0
2018-05-06,28.9,7.2,70.0,8.6,0.0,0.0
2018-05-07,29.3,6.5,72.0,3.3,0.0,0.0
2018-05-08,27.2,7.7,82.0,2.5,4.2,32.0
2018-05-09,25.7,5.9,84.0,0.2,3.6,51.4
2018-05-10,26.6,7.5,74.0,9.2,0.0,0.0
2018-05-11,26.9,5.9,71.0,9.8,0.0,0.0
2018-05-12,27.1,5.2,74.0,5.6,0.0,0.0
2018-05-13,27.9,5.4,71.0,9.6,0.0,0.0
2018-05-14,28.4,6.4,72.0,10.3,0.0,0.0
2018-05-15,29.3,5.9,75.0,11.0,0.0,0.0
2018-05-16,29.5,5.9,78.0,9.8,0.0,0.0
2018-05-17,29.2,5.5,76.0,11.3,0.0,0.0
2018-05-18,29.1,5.5,71.0,11.5,0.0,0.0
2018-05-19,29.3,5.7,70.0,12.0,0.0,0.0
2018-05-20,29.7,4.8,68.0,8.2,0.9,0.5
2018-05-21,29.8,5.2,65.0,5.3,0.0,0.0
2018-05-22,30.2,6.5,63.0,8.8,0.0,0.0
2018-05-23,29.9,5.6,66.0,10.8,0.0,0.0
2018-05-24,29.9,6.6,65.0,8.1,0.0,0.0
2018-05-25,30.1,5.2,67.0,11.5,0.0,0.0
2018-05-26,29.8,5.2,68.0,11.1,0.0,0.0
2018-05-27,29.9,6.0,72.0,11.8,0.0,0.0
2018-05-28,30.5,6.1,71.0,10.7,0.0,0.0
2018-05-29,30.6,5.8,71.0,10.1,0.5,0.0
2018-05-30,30.7,4.9,70.0,10.0,0.0,0.0
2018-05-31,30.6,5.8,68.0,11.7,0.0,0.0
2018-06-01,30.2,7.4,69.0,8.2,0.0,0.0
2018-06-02,29.2,8.6,68.0,11.4,0.0,0.0
2018-06-03,30.2,8.5,63.0,11.8,0.0,0.0
2018-06-04,30.5,6.5,66.0,11.2,0.0,0.0
2018-06-05,30.7,7.0,68.0,11.0,0.0,0.0
2018-06-06,30.5,8.3,69.0,11.2,0.8,23.0
2018-06-07,30.3,6.2,69.0,8.8,0.0,0.0
2018-06-08,30.2,5.7,68.0,10.4,0.0,0.0
2018-06-09,30.7,6.3,70.0,9.9,0.0,0.0
2018-06-10,30.8,6.9,70.0,9.3,0.7,11.0
2018-06-11,29.2,5.4,79.0,4.6,0.8,3.0
2018-06-12,29.6,5.9,68.0,10.2,0.0,0.0
2018-06-13,30.4,7.6,62.0,8.7,0.0,0.0
2018-06-14,27.9,6.5,82.0,2.8,8.6,83.5
2018-06-15,27.1,4.7,84.0,0.0,6.9,41.0
2018-06-16,27.5,7.0,81.0,1.2,4.5,16.5
2018-06-17,26.8,5.5,85.0,0.0,10.8,36.0
2018-06-18,26.6,4.6,89.0,0.0,11.3,36.5
2018-06-19,25.2,2.1,91.0,0.0,20.5,117.0
2018-06-20,25.4,4.7,92.0,0.4,14.4,147.5
2018-06-21,26.6,4.4,89.0,0.2,5.3,23.0
2018-06-22,27.9,5.4,84.0,4.5,1.0,7.5
2018-06-23,28.6,5.9,79.0,5.0,0.1,0.5
2018-06-24,29.1,4.9,76.0,3.0,0.0,0.0
2018-06-25,29.6,6.4,72.0,10.5,0.0,0.0
2018-06-26,30.0,5.9,69.0,9.0,0.0,0.0
2018-06-27,29.2,6.2,72.0,4.7,0.8,1.0
2018-06-28,29.4,6.5,72.0,9.6,0.0,0.0
2018-06-29,29.6,5.8,72.0,10.3,0.3,0.0
2018-06-30,29.7,6.7,72.0,7.9,0.6,8.5
2018-07-01,28.6,7.2,77.0,5.2,2.2,8.0
2018-07-02,26.1,2.6,90.0,0.0,7.5,69.5
2018-07-03,27.2,7.1,88.0,3.7,5.8,48.0
2018-07-04,27.2,5.9,85.0,0.9,4.7,31.5
2018-07-05,27.7,5.3,81.0,0.2,7.5,42.5
2018-07-06,28.0,7.1,78.0,0.8,2.5,14.0
2018-07-07,29.0,5.8,72.0,4.4,0.3,0.0
2018-07-08,29.4,8.3,70.0,9.0,1.2,14.0
2018-07-09,30.5,8.5,68.0,11.6,0.0,0.0
2018-07-10,30.1,5.5,71.0,9.1,0.0,0.0
2018-07-11,29.7,5.2,72.0,5.8,0.0,0.0
2018-07-12,28.5,7.1,77.0,1.3,2.7,68.5
2018-07-13,29.5,7.5,74.0,7.8,0.3,1.0
2018-07-14,28.8,9.4,76.0,9.3,1.7,26.5
2018-07-15,29.1,6.2,77.0,5.7,0.0,0.0
2018-07-16,30.0,6.4,72.0,7.3,0.0,0.0
2018-07-17,31.0,6.7,68.0,11.1,0.0,0.0
2018-07-18,30.8,5.9,68.0,10.9,0.0,0.0
2018-07-19,29.7,8.1,72.0,8.9,2.2,36.0
2018-07-20,28.5,6.9,81.0,7.8,6.3,21.0
2018-07-21,28.9,7.4,75.0,9.8,0.5,0.5
2018-07-22,29.2,6.0,74.0,4.4,0.2,2.0
2018-07-23,29.8,6.8,74.0,5.9,0.0,0.0
2018-07-24,29.4,5.8,78.0,2.3,1.2,1.0
2018-07-25,29.1,6.8,75.0,6.3,0.5,3.5
2018-07-26,30.1,6.5,71.0,8.1,0.0,0.0
2018-07-27,29.0,6.3,76.0,4.5,0.2,0.0
2018-07-28,29.7,6.9,71.0,10.0,0.3,0.0
2018-07-29,29.8,8.2,73.0,11.2,2.3,14.0
2018-07-30,30.2,5.7,73.0,7.3,0.9,4.5
2018-07-31,30.5,5.3,72.0,9.5,0.0,0.0
2018-08-01,30.7,5.2,72.0,8.0,0.0,0.0
2018-08-02,29.3,6.0,77.0,3.3,2.2,14.0
2018-08-03,29.0,6.3,78.0,3.8,1.3,14.0
2018-08-04,29.7,6.9,69.0,8.8,0.0,0.0
2018-08-05,29.5,8.6,69.0,9.8,1.5,1.5
2018-08-06,29.1,9.7,71.0,9.6,1.0,11.5
2018-08-07,29.6,6.0,74.0,7.5,0.0,0.0
2018-08-08,30.1,6.4,71.0,6.8,0.0,0.0
2018-08-09,29.5,8.7,72.0,9.3,1.0,4.5
2018-08-10,29.2,8.0,74.0,7.2,1.4,19.5
2018-08-11,29.6,7.0,72.0,8.9,0.0,0.0
2018-08-12,30.2,7.1,69.0,9.1,0.3,0.5
2018-08-13,27.3,4.6,86.0,0.0,5.0,49.0
2018-08-14,27.8,7.4,82.0,5.5,5.2,43.0
2018-08-15,26.6,3.5,90.0,0.0,13.7,65.5
2018-08-16,28.2,8.7,82.0,3.5,1.3,17.5
2018-08-17,28.6,6.1,79.0,3.0,2.4,12.0
2018-08-18,28.2,4.6,80.0,0.4,1.2,1.0
2018-08-19,27.5,4.3,81.0,0.8,2.2,2.0
2018-08-20,28.3,6.6,79.0,6.0,1.8,0.5
2018-08-21,28.0,6.8,82.0,4.3,4.7,22.5
2018-08-22,27.3,5.1,85.0,1.0,5.8,21.5
2018-08-23,25.0,5.1,93.0,0.0,21.8,373.0
2018-08-24,24.5,2.6,96.0,0.0,22.2,269.0
2018-08-25,26.1,5.9,92.0,1.9,8.5,37.0
2018-08-26,26.9,5.3,86.0,0.5,2.8,11.0
2018-08-27,25.5,3.5,92.0,0.1,15.7,100.0
2018-08-28,24.4,1.5,93.0,0.0,19.7,121.5
2018-08-29,24.5,1.8,93.0,0.0,21.8,81.5
2018-08-30,25.3,2.3,91.0,0.0,8.1,7.5
2018-08-31,27.1,5.5,82.0,0.0,2.6,0.5
2018-09-01,28.4,5.3,77.0,3.6,0.0,0.0
2018-09-02,28.7,6.3,74.0,10.5,0.0,0.0
2018-09-03,28.9,6.9,73.0,10.9,0.0,0.0
2018-09-04,28.9,5.9,78.0,7.2,3.5,6.0
2018-09-05,29.8,4.6,74.0,6.8,0.8,0.0
2018-09-06,28.6,5.5,79.0,3.6,1.2,8.5
2018-09-07,28.8,6.2,77.0,6.4,1.0,5.0
2018-09-08,28.0,6.9,78.0,4.5,0.8,2.0
2018-09-09,28.0,5.7,76.0,6.2,0.0,0.0
2018-09-10,27.4,6.8,77.0,1.4,0.9,0.5
2018-09-11,28.6,5.5,77.0,3.9,0.5,0.5
2018-09-12,29.3,6.5,76.0,6.6,0.2,0.0
2018-09-13,29.5,6.5,76.0,7.6,0.0,0.0
2018-09-14,30.1,6.2,73.0,8.1,0.0,0.0
2018-09-15,28.6,2.8,76.0,0.1,0.8,0.5
2018-09-16,29.8,6.9,71.0,0.8,0.8,1.0
2018-09-17,29.6,6.6,77.0,6.6,1.7,2.0
2018-09-18,29.8,6.3,76.0,8.0,0.0,0.0
2018-09-19,29.4,5.1,74.0,8.8,0.0,0.0
2018-09-20,30.0,5.0,67.0,9.4,0.0,0.0
2018-09-21,30.0,6.0,66.0,10.3,0.0,0.0
2018-09-22,30.3,6.0,66.0,9.6,0.0,0.0
2018-09-23,29.8,6.5,72.0,8.9,0.3,2.5
2018-09-24,29.2,6.0,73.0,7.9,0.0,0.0
2018-09-25,28.8,7.4,70.0,8.8,0.5,2.5
2018-09-26,27.8,7.0,71.0,10.0,0.0,0.0
2018-09-27,27.9,7.8,70.0,9.2,0.0,0.0
2018-09-28,27.4,6.5,72.0,7.7,0.0,0.0
2018-09-29,27.1,6.4,60.0,11.1,0.0,0.0
2018-09-30,27.1,7.9,60.0,4.3,0.0,0.0
2018-10-01,27.8,6.4,64.0,7.5,0.0,0.0
2018-10-02,26.8,7.5,66.0,7.8,0.0,0.0
2018-10-03,25.7,9.5,64.0,8.6,0.0,0.0
2018-10-04,24.8,6.7,68.0,9.1,0.0,0.0
2018-10-05,25.9,7.1,63.0,11.0,0.0,0.0
2018-10-06,27.4,6.2,66.0,9.3,0.0,0.0
2018-10-07,27.2,7.3,72.0,9.3,0.0,0.0
2018-10-08,27.2,7.7,73.0,9.7,0.0,0.0
2018-10-09,27.1,6.3,74.0,10.5,0.0,0.0
2018-10-10,27.6,5.9,72.0,5.7,0.0,0.0
2018-10-11,25.8,7.9,71.0,4.6,0.0,0.0
2018-10-12,23.8,4.7,77.0,0.5,0.0,0.0
2018-10-13,25.2,9.4,74.0,8.5,0.0,0.0
2018-10-14,27.0,6.4,72.0,9.9,0.0,0.0
2018-10-15,26.6,7.8,76.0,8.6,0.0,0.0
2018-10-16,26.5,6.8,76.0,10.3,0.0,0.0
2018-10-17,25.4,8.3,75.0,4.1,0.0,0.0
2018-10-18,25.9,8.2,71.0,2.3,0.0,0.0
2018-10-19,25.7,7.0,71.0,2.2,0.0,0.0
2018-10-20,25.1,9.6,70.0,8.1,0.0,0.0
2018-10-21,25.4,9.0,70.0,9.7,0.0,0.0
2018-10-22,25.9,6.7,70.0,10.2,0.0,0.0
2018-10-23,26.1,6.6,72.0,8.9,0.0,0.0
2018-10-24,26.0,7.4,74.0,5.3,0.0,0.0
2018-10-25,26.2,7.1,74.0,8.2,0.0,0.0
2018-10-26,26.3,7.0,73.0,8.6,0.0,0.0
2018-10-27,24.6,9.9,65.0,9.0,0.0,0.0
2018-10-28,22.8,9.2,56.0,9.4,0.0,0.0
2018-10-29,23.2,10.3,55.0,10.1,0.0,0.0
2018-10-30,24.2,10.4,61.0,7.0,0.0,0.0
2018-10-31,23.1,5.4,75.0,0.9,1.5,0.5
2018-11-01,21.4,3.6,78.0,0.0,0.0,0.0
2018-11-02,22.5,6.3,83.0,0.4,0.6,1.0
2018-11-03,24.9,9.7,80.0,8.7,0.0,0.0
2018-11-04,25.1,6.7,81.0,5.7,0.0,0.0
2018-11-05,25.6,8.3,79.0,9.4,0.0,0.0
2018-11-06,25.9,6.5,78.0,7.2,0.0,0.0
2018-11-07,25.7,8.1,79.0,8.1,0.0,0.0
2018-11-08,26.2,8.5,76.0,9.0,0.0,0.0
2018-11-09,25.8,7.8,77.0,7.5,0.0,0.0
2018-11-10,25.1,6.8,76.0,4.1,0.0,0.0
2018-11-11,25.5,6.0,77.0,7.8,0.0,0.0
2018-11-12,25.1,6.6,76.0,1.8,0.0,0.0
2018-11-13,24.5,8.7,75.0,9.9,0.0,0.0
2018-11-14,24.3,9.4,73.0,9.7,0.0,0.0
2018-11-15,24.7,8.4,73.0,9.8,0.0,0.0
2018-11-16,25.8,6.1,74.0,1.1,0.0,0.0
2018-11-17,25.4,5.9,76.0,4.5,0.0,0.0
2018-11-18,25.7,7.6,76.0,7.4,0.0,0.0
2018-11-19,24.6,9.3,74.0,4.9,0.0,0.0
2018-11-20,23.7,7.8,74.0,6.0,0.0,0.0
2018-11-21,24.9,9.1,74.0,8.6,0.0,0.0
2018-11-22,22.8,7.8,72.0,8.0,0.0,0.0
2018-11-23,21.9,7.5,72.0,8.3,0.0,0.0
2018-11-24,22.7,8.4,74.0,8.6,0.0,0.0
2018-11-25,23.4,8.8,72.0,3.6,0.0,0.0
2018-11-26,20.8,2.7,79.0,0.0,0.0,0.0
2018-11-27,23.0,7.0,76.0,2.0,0.0,0.0
2018-11-28,21.9,4.5,80.0,0.0,0.0,0.0
2018-11-29,22.3,7.1,73.0,2.3,0.0,0.0
2018-11-30,23.5,7.3,74.0,7.8,0.0,0.0
2018-12-01,23.4,7.7,78.0,9.8,0.0,0.0
2018-12-02,23.3,7.8,80.0,10.0,0.0,0.0
2018-12-03,24.0,10.0,74.0,9.9,0.0,0.0
2018-12-04,25.7,8.9,65.0,9.7,0.0,0.0
2018-12-05,25.2,7.8,74.0,5.0,0.0,0.0
2018-12-06,25.0,7.2,80.0,7.7,0.0,0.0
2018-12-07,23.0,7.5,77.0,6.5,0.0,0.0
2018-12-08,21.4,7.2,74.0,6.7,0.0,0.0
2018-12-09,21.4,7.2,75.0,4.8,0.0,0.0
2018-12-10,21.7,8.1,80.0,4.3,0.0,0.0
2018-12-11,22.3,7.3,83.0,4.7,0.0,0.0
2018-12-12,19.1,4.9,78.0,0.2,0.0,0.0
2018-12-13,20.0,9.9,73.0,8.4,0.0,0.0
2018-12-14,21.0,8.2,74.0,9.5,0.0,0.0
2018-12-15,21.5,8.4,75.0,8.3,0.0,0.0
2018-12-16,22.1,8.1,80.0,7.2,0.0,0.0
2018-12-17,19.3,8.0,66.0,6.6,0.0,0.0
2018-12-18,19.9,9.5,57.0,9.5,0.0,0.0
2018-12-19,21.1,6.6,63.0,9.2,0.0,0.0
2018-12-20,22.7,10.2,54.0,10.2,0.0,0.0
2018-12-21,22.4,7.4,66.0,9.2,0.0,0.0
2018-12-22,22.8,7.8,83.0,6.1,0.0,0.0
2018-12-23,22.7,7.2,85.0,1.5,0.0,0.0
2018-12-24,20.7,6.6,79.0,3.9,0.0,0.0
2018-12-25,22.2,8.5,77.0,8.3,0.0,0.0
2018-12-26,22.3,7.4,83.0,6.1,0.0,0.0
2018-12-27,20.8,7.6,76.0,8.4,0.0,0.0
2018-12-28,18.5,7.3,70.0,5.7,0.0,0.0
2018-12-29,16.8,7.8,69.0,8.7,0.0,0.0
2018-12-30,18.1,10.0,70.0,7.9,0.0,0.0
2018-12-31,18.6,4.9,74.0,0.6,0.0,0.0
2019-01-01,18.9,7.2,76.0,0.4,0.0,0.0
2019-01-02,19.4,5.6,81.0,0.0,0.0,0.0
2019-01-03,20.6,7.5,82.0,5.2,0.0,0.0
2019-01-04,21.2,7.5,83.0,4.5,0.0,0.0
2019-01-05,22.9,9.7,79.0,7.2,0.0,0.0
2019-01-06,21.3,6.2,80.0,4.1,0.0,0.0
2019-01-07,21.1,9.4,79.0,7.6,0.0,0.0
2019-01-08,21.8,7.3,79.0,6.0,0.0,0.0
